rank,symbol,date,close,dma_200,distance_to_200dma_pct,dma_50,rsi_14,volume_ratio,break_below_date,breakdown_low,recovery_from_breakdown_low_pct,score,setup,recovery_candidate,reasons,high_52w,distance_to_52w_high_pct,high_2y,distance_to_2y_high_pct,high_level_score,high_level_setup,high_level_candidate,high_level_reasons,combined_setup,pe_ratio,pb_ratio,eps,dividend_yield,market_cap,roe,roce,operating_margin,net_profit_margin,debt_to_equity,current_ratio,quick_ratio,interest_coverage,revenue_growth,eps_growth,profit_growth,fundamental_score
60,MMTC,2026-08-14,64.35,63.49,1.35,66.26,50.58,0.95,2026-07-17,59.9,7.43,55,RECOVERY WATCH,True,at/above 200DMA; recovery >=5%; RSI >=50,78.35,-17.87,106.8,-39.75,30,NORMAL,False,above 200DMA; RSI >=50,200DMA RECOVERY,21.521738,4.552851,2.99,,96525000704.0,,,85.238,573.759,0.114,,,,10644.1,130.0,130.0,94
61,GRSE,2026-08-14,2618.6,2574.51,1.71,2652.61,51.05,0.93,2026-08-04,2471.7,5.94,55,RECOVERY WATCH,True,at/above 200DMA; recovery >=5%; RSI >=50,3339.0,-21.58,3538.4,-25.99,30,NORMAL,False,above 200DMA; RSI >=50,200DMA RECOVERY,37.451374,11.421667,69.92,102.0,299965874176.0,,,7.48,10.665,1.424,,,,38.5,43.9,43.9,70
62,LICI,2026-08-14,413.5,419.17,-1.35,421.36,48.92,0.91,2026-08-04,385.9,7.15,55,RECOVERY WATCH,True,within 3% of 200DMA; moving toward 200DMA; recovery >=5%,468.48,-11.73,547.5,-24.47,20,NORMAL,False,within 15% of 52W high,200DMA RECOVERY,8.679681,2.9618435,47.64,242.0,5230773141504.0,,,6.426,6.515,0.431,,,,6.800000000000001,40.0,40.0,76
63,LUPIN,2026-08-14,2235.0,2245.45,-0.47,2381.35,29.9,0.5,2026-08-14,2230.1,0.22,55,RECOVERY WATCH,True,at/above 200DMA; moving toward 200DMA; above breakdown low,2529.5,-11.64,2529.5,-11.64,20,NORMAL,False,within 15% of 52W high,200DMA RECOVERY,18.518518,4.5517774,120.69,81.0,1021919952896.0,,,25.354,18.450001,29.388,,,,32.0,16.0,16.0,68
64,JBMA,2026-08-14,622.95,618.57,0.71,676.2,33.98,0.66,2026-04-24,606.65,2.69,55,RECOVERY WATCH,True,at/above 200DMA; moving toward 200DMA; above breakdown low,790.0,-21.15,1047.5,-40.53,20,NORMAL,False,above 200DMA,200DMA RECOVERY,66.697,12.903393,9.34,13.0,147324108800.0,,,8.274,3.5709999999999997,190.282,,,,15.0,14.099999999999998,14.099999999999998,36
65,JPPOWER,2026-08-13,17.54,17.36,1.05,17.8,46.97,0.41,2026-07-23,16.75,4.72,55,RECOVERY WATCH,True,at/above 200DMA; moving toward 200DMA; above breakdown low,24.5,-28.41,27.7,-36.68,20,NORMAL,False,above 200DMA,200DMA RECOVERY,24.842857,1.3351247,0.7,,119181647872.0,,,36.141,11.1420006,26.634,,,,12.2,67.7,67.7,62
66,SAMMAANCAP,2026-08-14,152.39,156.01,-2.32,168.35,35.98,3.25,2026-08-14,152.0,0.26,55,RECOVERY WATCH,True,within 3% of 200DMA; moving toward 200DMA; above breakdown low; volume >=1.2x,192.95,-21.02,192.95,-21.02,10,NORMAL,False,volume >=1.2x,200DMA RECOVERY,,0.6559713,-89.77,,175048392704.0,,,93.80199999999999,0.0,273.033,,,,-52.900000000000006,-50.0,-50.0,0
67,TARIL,2026-08-14,298.05,302.94,-1.61,320.29,42.77,2.46,2026-07-21,288.1,3.45,55,RECOVERY WATCH,True,within 3% of 200DMA; moving toward 200DMA; above breakdown low; volume >=1.2x,552.0,-46.01,648.9,-54.07,10,NORMAL,False,volume >=1.2x,200DMA RECOVERY,33.90785,5.778402,8.79,6.0,89464422400.0,,,15.116999999999999,10.132,29.595,,,,8.1,-8.5,-8.5,30
68,TATACOMM,2026-08-14,1718.1,1732.02,-0.8,1871.12,36.19,0.98,2026-08-14,1714.4,0.22,55,RECOVERY WATCH,True,at/above 200DMA; moving toward 200DMA; above breakdown low,2110.0,-18.57,2175.0,-21.01,0,NORMAL,False,,200DMA RECOVERY,51.812424,14.205161,33.16,102.0,489687252992.0,,,7.454,3.7199999999999998,335.854,,,,10.5,-29.4,-29.4,22
69,AAVAS,2026-08-14,1397.4,1408.24,-0.77,1433.57,46.45,0.6,2026-08-14,1385.2,0.88,55,RECOVERY WATCH,True,at/above 200DMA; moving toward 200DMA; above breakdown low,1771.9,-21.14,2234.0,-37.45,0,NORMAL,False,,200DMA RECOVERY,16.207376,2.1909964,86.22,,110799880192.0,,,54.527,42.543998,310.553,,,,16.900000000000002,23.3,23.3,74
70,JINDALSTEL,2026-08-14,1091.5,1122.71,-2.78,1087.0,50.93,0.53,2026-08-11,1086.0,0.51,50,NEAR 200DMA,True,within 3% of 200DMA; above breakdown low; above 50DMA; RSI >=50,1306.2,-16.44,1306.2,-16.44,25,NORMAL,False,above 50DMA; RSI >=50,200DMA RECOVERY,40.818996,2.1815078,26.74,18.0,1110588260352.0,,,11.1999996,4.818,43.613,,,,25.900000000000002,-43.7,-43.7,36
71,KOTAKBANK,2026-08-14,391.15,401.27,-2.52,391.41,50.97,0.79,2026-06-29,368.4,6.18,45,NEAR 200DMA,True,within 3% of 200DMA; recovery >=5%; RSI >=50,453.2,-13.69,460.38,-15.04,30,NORMAL,False,within 15% of 52W high; RSI >=50,200DMA RECOVERY,19.15524,2.1468048,20.42,17.0,3890559844352.0,,,34.761003,28.467,,,,,21.0,22.5,22.5,100
72,ULTRACEMCO,2026-08-14,11619.0,11791.8,-1.47,11619.58,42.89,0.68,2026-08-13,11570.0,0.42,45,NEAR 200DMA,True,within 3% of 200DMA; moving toward 200DMA; above breakdown low,13110.0,-11.37,13110.0,-11.37,20,NORMAL,False,within 15% of 52W high,200DMA RECOVERY,39.99931,4.460094,290.48,206.99999999999997,3417956941824.0,,,15.478,9.2930004,29.432,,,,15.9,16.8,16.8,44
73,NH,2026-08-14,1832.6,1855.21,-1.22,1946.24,34.46,0.6,2026-08-10,1815.0,0.97,45,NEAR 200DMA,True,within 3% of 200DMA; moving toward 200DMA; above breakdown low,2093.3,-12.45,2370.2,-22.68,20,NORMAL,False,within 15% of 52W high,200DMA RECOVERY,45.249382,8.203223,40.5,25.0,372200767488.0,,,12.839,8.984,129.033,,,,80.4,5.4,5.4,44
74,ONESOURCE,2026-08-14,1559.2,1606.66,-2.95,1635.71,42.24,1.04,2026-08-03,1506.7,3.48,45,NEAR 200DMA,True,within 3% of 200DMA; moving toward 200DMA; above breakdown low,1925.0,-19.0,2248.0,-30.64,0,NORMAL,False,,200DMA RECOVERY,,3.0729208,-4.24,,178797969408.0,,,11.491999999999999,-3.15,25.791,,,,37.2,,,33
75,NLCINDIA,2026-08-14,275.4,281.91,-2.31,305.75,31.51,0.58,2026-08-12,271.65,1.38,45,NEAR 200DMA,True,within 3% of 200DMA; moving toward 200DMA; above breakdown low,387.8,-28.98,387.8,-28.98,0,NORMAL,False,,200DMA RECOVERY,11.54717,1.7740043,23.85,261.0,381879746560.0,,,28.304002,17.458001,82.0,,,,-0.3,-12.7,-12.7,34
76,HDBFS,2026-08-14,686.95,702.47,-2.21,705.49,45.48,0.52,2026-07-22,657.0,4.56,45,NEAR 200DMA,True,within 3% of 200DMA; moving toward 200DMA; above breakdown low,811.8,-15.38,891.9,-22.98,0,NORMAL,False,,200DMA RECOVERY,20.536621,2.760321,33.45,57.99999999999999,569106890752.0,,,42.416,29.786,484.313,,,,21.0,32.6,32.6,74
77,TATAINVEST,2026-08-14,667.3,681.68,-2.11,670.18,47.2,0.33,2026-08-12,664.2,0.47,45,NEAR 200DMA,True,within 3% of 200DMA; moving toward 200DMA; above breakdown low,1184.7,-43.67,1184.7,-43.67,0,NORMAL,False,,200DMA RECOVERY,79.346016,1.1554037,8.41,51.0,337622401024.0,,,91.65100000000001,105.248,0.007,,,,4.1000000000000005,-1.7999999999999998,-1.7999999999999998,48
78,GMDCLTD,2026-08-14,580.8,591.51,-1.81,593.81,47.59,0.66,2026-08-14,578.5,0.4,45,NEAR 200DMA,True,within 3% of 200DMA; moving toward 200DMA; above breakdown low,771.9,-24.76,771.9,-24.76,0,NORMAL,False,,200DMA RECOVERY,19.302094,2.6128383,30.09,174.0,184694390784.0,,,17.395,33.823,4.475,,,,23.799999999999997,-0.2,-0.2,60
79,GESHIP,2026-08-13,1298.8,1315.89,-1.3,1411.24,36.75,0.59,2026-08-11,1267.0,2.51,45,NEAR 200DMA,True,within 3% of 200DMA; moving toward 200DMA; above breakdown low,1798.0,-27.76,1798.0,-27.76,0,NORMAL,False,,200DMA RECOVERY,4.9043565,1.081117,261.91,448.00000000000006,183384424448.0,,,54.431,60.307,6.409,,,,66.9,159.4,159.4,80
80,BANDHANBNK,2026-08-14,174.55,172.91,0.95,194.58,40.52,0.13,2026-08-10,171.0,2.08,35,NEAR 200DMA,True,at/above 200DMA; above breakdown low,220.76,-20.93,220.76,-20.93,20,NORMAL,False,above 200DMA,200DMA RECOVERY,20.954382,1.0980474,8.33,85.0,281219530752.0,,,23.771,13.617,,,,,21.6,34.599999999999994,34.599999999999994,85
81,NAVA,2026-08-14,572.65,585.89,-2.26,589.68,46.83,3.66,2026-08-13,560.5,2.17,35,NEAR 200DMA,True,within 3% of 200DMA; above breakdown low; volume >=1.2x,739.4,-22.55,739.4,-22.55,10,NORMAL,False,volume >=1.2x,200DMA RECOVERY,20.569326,1.8531164,27.84,146.0,162278129664.0,10.309,,25.088,18.333,20.684,7.59,6.018,,12.2,-44.6,-44.6,51
82,TIINDIA,2026-08-14,2733.5,2780.66,-1.7,2965.3,40.55,1.67,2026-08-13,2685.0,1.81,35,NEAR 200DMA,True,within 3% of 200DMA; above breakdown low; volume >=1.2x,3419.9,-20.07,4810.8,-43.18,10,NORMAL,False,volume >=1.2x,200DMA RECOVERY,84.73342,6.825559,32.26,16.0,529129930752.0,,,7.277,2.8169999,27.724,,,,20.7,-14.2,-14.2,28
83,NHPC,2026-08-14,76.9,78.43,-1.96,77.95,42.48,0.28,2026-08-05,76.0,1.18,25,NEAR 200DMA,True,within 3% of 200DMA; above breakdown low,89.22,-13.81,100.5,-23.48,20,NORMAL,False,within 15% of 52W high,200DMA RECOVERY,28.376385,1.8688183,2.71,209.0,772463198208.0,,,46.019,31.094998,113.111,,,,18.5,2.8000000000000003,2.8000000000000003,56
84,CHAMBLFERT,2026-08-14,442.7,452.01,-2.06,459.21,43.71,0.48,2026-08-07,441.35,0.31,25,NEAR 200DMA,True,within 3% of 200DMA; above breakdown low,580.7,-23.76,742.2,-40.35,0,NORMAL,False,,200DMA RECOVERY,9.207571,1.7019919,48.08,271.0,177368776704.0,,,15.151,9.581000000000001,10.274,,,,-11.799999999999999,-4.6,-4.6,28
85,IKS,2026-08-14,1840.0,1632.08,12.74,1781.27,54.9,1.33,,,,0,NOT A RECOVERY,False,,1933.0,-4.81,2189.0,-15.94,95,BREAKOUT WATCH,True,within 5% of 52W high; above 200DMA; above 50DMA; RSI >=50; volume >=1.2x,HIGH LEVEL,41.154106,10.994199,44.71,,308673708032.0,,,29.167998,22.817,26.873,,,,20.7,27.900000000000002,27.900000000000002,68
86,APOLLOHOSP,2026-08-14,8920.5,7811.64,14.2,8736.96,54.39,3.44,,,,0,NOT A RECOVERY,False,,9050.0,-1.43,9050.0,-1.43,95,BREAKOUT WATCH,True,within 5% of 52W high; above 200DMA; above 50DMA; RSI >=50; volume >=1.2x,HIGH LEVEL,59.170208,13.529726,150.76,23.0,1282631008256.0,,,12.167,7.906000000000001,85.146,,,,20.599999999999998,34.1,34.1,48
87,HAL,2026-08-14,5029.9,4365.25,15.23,4512.69,74.61,1.43,,,,0,NOT A RECOVERY,False,,5055.0,-0.5,5165.0,-2.62,95,BREAKOUT WATCH,True,within 5% of 52W high; above 200DMA; above 50DMA; RSI >=50; volume >=1.2x,HIGH LEVEL,35.46179,8.196344,141.84,40.0,3363871129600.0,,,15.674,27.590999999999998,0.16,,,,14.399999999999999,14.899999999999999,14.899999999999999,76
88,ELGIEQUIP,2026-08-14,609.5,524.89,16.12,590.45,61.92,10.8,,,,0,NOT A RECOVERY,False,,633.85,-3.84,752.95,-19.05,95,BREAKOUT WATCH,True,within 5% of 52W high; above 200DMA; above 50DMA; RSI >=50; volume >=1.2x,HIGH LEVEL,40.660442,8.608757,14.99,44.0,192139673600.0,,,13.947999999999999,10.8009994,23.885,,,,24.9,21.099999999999998,21.099999999999998,62
89,AARTIIND,2026-08-14,534.1,433.02,23.34,481.53,68.66,1.5,,,,0,NOT A RECOVERY,False,,541.7,-1.4,648.9,-17.69,95,BREAKOUT WATCH,True,within 5% of 52W high; above 200DMA; above 50DMA; RSI >=50; volume >=1.2x,HIGH LEVEL,36.75843,3.2420588,14.53,19.0,193732313088.0,,,8.881,5.901,83.392,,,,42.5,258.0,258.0,56
90,HEG,2026-08-14,701.0,566.89,23.66,586.15,71.88,1.35,,,,0,NOT A RECOVERY,False,,711.2,-1.43,711.2,-1.43,95,BREAKOUT WATCH,True,within 5% of 52W high; above 200DMA; above 50DMA; RSI >=50; volume >=1.2x,HIGH LEVEL,37.58713,2.843202,18.65,49.0,135277256704.0,,,14.834,13.611999999999998,16.73,,,,10.4,16.8,16.8,50
91,FLUOROCHEM,2026-08-14,4737.8,3613.64,31.11,4096.32,67.33,1.75,,,,0,NOT A RECOVERY,False,,4958.9,-4.46,4958.9,-4.46,95,BREAKOUT WATCH,True,within 5% of 52W high; above 200DMA; above 50DMA; RSI >=50; volume >=1.2x,HIGH LEVEL,84.73975,6.800315,55.91,6.0,520447295488.0,,,20.312999,11.659,28.94,,,,24.9,20.4,20.4,54
92,SOLARINDS,2026-08-14,19969.0,15166.42,31.67,18288.46,66.94,3.65,,,,0,NOT A RECOVERY,False,,20400.0,-2.11,20400.0,-2.11,95,BREAKOUT WATCH,True,within 5% of 52W high; above 200DMA; above 50DMA; RSI >=50; volume >=1.2x,HIGH LEVEL,90.908676,28.786674,219.66,5.0,1806995947520.0,,,25.502002,17.543,23.271,,,,70.3,92.7,92.7,54
93,NETWEB,2026-08-14,5007.2,3760.37,33.16,4593.68,61.6,1.24,,,,0,NOT A RECOVERY,False,,5269.0,-4.97,5269.0,-4.97,95,BREAKOUT WATCH,True,within 5% of 52W high; above 200DMA; above 50DMA; RSI >=50; volume >=1.2x,HIGH LEVEL,112.36984,39.315945,44.56,6.0,285113417728.0,,,14.297,9.6470006,39.019,,,,172.10000000000002,178.4,178.4,48
94,HONASA,2026-08-14,502.8,341.71,47.14,448.28,74.36,11.33,,,,0,NOT A RECOVERY,False,,509.8,-1.37,547.0,-8.08,95,BREAKOUT WATCH,True,within 5% of 52W high; above 200DMA; above 50DMA; RSI >=50; volume >=1.2x,HIGH LEVEL,65.811516,11.568726,7.64,60.0,163924983808.0,,,13.189,9.748999999999999,9.586,,,,27.0,119.0,119.0,48
95,3MINDIA,2026-08-14,35340.0,33921.35,4.18,34322.0,50.08,5.04,,,,0,NOT A RECOVERY,False,,38030.0,-7.07,38030.0,-7.07,85,HIGH LEVEL,True,within 10% of 52W high; above 200DMA; above 50DMA; RSI >=50; volume >=1.2x,HIGH LEVEL,68.965515,22.51549,512.43,44.0,398107574272.0,28.9,,19.530001,10.262,9.6,2.182,1.419,,16.8,200.4,200.4,63
96,JSWSTEEL,2026-08-13,1275.0,1215.35,4.91,1261.68,50.89,0.96,,,,0,NOT A RECOVERY,False,,1335.0,-4.49,1335.0,-4.49,85,BREAKOUT WATCH,True,within 5% of 52W high; above 200DMA; above 50DMA; RSI >=50,HIGH LEVEL,12.530834,3.0982108,101.35,56.00000000000001,3100042330112.0,,,15.299,13.065,95.374,,,,9.8,112.99999999999999,112.99999999999999,62
97,360ONE,2026-08-14,1180.0,1106.14,6.68,1118.82,59.08,0.33,,,,0,NOT A RECOVERY,False,,1236.2,-4.55,1318.0,-10.47,85,BREAKOUT WATCH,True,within 5% of 52W high; above 200DMA; above 50DMA; RSI >=50,HIGH LEVEL,39.267887,4.8653173,30.05,153.0,480129253376.0,,,61.07,26.455997999999997,161.977,,,,29.9,12.8,12.8,62
98,BERGEPAINT,2026-08-14,545.1,502.25,8.53,517.32,59.25,1.72,,,,0,NOT A RECOVERY,False,,594.55,-8.32,629.5,-13.41,85,HIGH LEVEL,True,within 10% of 52W high; above 200DMA; above 50DMA; RSI >=50; volume >=1.2x,HIGH LEVEL,52.36311,9.189918,10.41,73.0,635588116480.0,,,14.074,9.9209994,9.165,,,,12.0,28.499999999999996,28.499999999999996,42
99,PTCIL,2026-08-14,19050.0,17492.28,8.91,17986.94,64.05,0.9,,,,0,NOT A RECOVERY,False,,19851.0,-4.04,19851.0,-4.04,85,BREAKOUT WATCH,True,within 5% of 52W high; above 200DMA; above 50DMA; RSI >=50,HIGH LEVEL,283.98926,18.950888,67.08,,285608050688.0,7.019,,27.93,16.848,17.341,3.435,1.866,,84.89999999999999,143.79999999999998,143.79999999999998,53
100,GLAXO,2026-08-14,2688.8,2448.54,9.81,2442.22,68.79,1.42,,,,0,NOT A RECOVERY,False,,2883.4,-6.75,3515.7,-23.52,85,HIGH LEVEL,True,within 10% of 52W high; above 200DMA; above 50DMA; RSI >=50; volume >=1.2x,HIGH LEVEL,42.73363,20.08891,62.92,212.0,455498956800.0,,,29.801,27.008,1.467,,,,16.6,15.7,15.7,64
101,AUBANK,2026-08-14,1081.9,983.5,10.01,1036.95,57.62,0.55,,,,0,NOT A RECOVERY,False,,1105.9,-2.17,1105.9,-2.17,85,BREAKOUT WATCH,True,within 5% of 52W high; above 200DMA; above 50DMA; RSI >=50,HIGH LEVEL,28.652014,4.0484815,37.76,9.0,810347593728.0,,,35.311002,21.372999,,,,,29.799999999999997,35.099999999999994,35.099999999999994,92
102,EICHERMOT,2026-08-14,8066.5,7304.27,10.44,7594.26,63.9,0.59,,,,0,NOT A RECOVERY,False,,8230.0,-1.99,8230.0,-1.99,85,BREAKOUT WATCH,True,within 5% of 52W high; above 200DMA; above 50DMA; RSI >=50,HIGH LEVEL,38.313385,8.815702,210.54,102.0,2214429196288.0,,,19.798,23.211999,2.048,,,,31.5,21.3,21.3,68
103,MARICO,2026-08-13,864.45,780.53,10.75,840.12,54.96,0.77,,,,0,NOT A RECOVERY,False,,889.1,-2.77,889.1,-2.77,85,BREAKOUT WATCH,True,within 5% of 52W high; above 200DMA; above 50DMA; RSI >=50,HIGH LEVEL,59.504814,26.678179,14.54,46.0,1121451900928.0,,,19.282,13.159999,12.394,,,,21.4,24.7,24.7,54
104,IDFCFIRSTB,2026-08-14,85.69,76.84,11.52,80.52,60.86,0.31,,,,0,NOT A RECOVERY,False,,88.76,-3.46,88.76,-3.46,85,BREAKOUT WATCH,True,within 5% of 52W high; above 200DMA; above 50DMA; RSI >=50,HIGH LEVEL,33.084946,1.5548903,2.59,28.999999999999996,738752331776.0,,,33.398,32.775003000000005,,,,,-1.0999999999999999,-23.200000000000003,-23.200000000000003,35
105,NESTLEIND,2026-08-14,1499.1,1338.03,12.04,1447.52,54.35,0.64,,,,0,NOT A RECOVERY,False,,1553.0,-3.47,1553.0,-3.47,85,BREAKOUT WATCH,True,within 5% of 52W high; above 200DMA; above 50DMA; RSI >=50,HIGH LEVEL,75.750374,56.05579,19.79,80.0,2890736074752.0,,,21.170999,15.623000000000001,8.621,,,,25.2,48.1,48.1,54
106,GRASIM,2026-08-14,3248.7,2898.85,12.07,3156.12,54.24,0.64,,,,0,NOT A RECOVERY,False,,3411.1,-4.76,3411.1,-4.76,85,BREAKOUT WATCH,True,within 5% of 52W high; above 200DMA; above 50DMA; RSI >=50,HIGH LEVEL,38.758053,2.1295466,83.82,31.0,2203439595520.0,,,18.809,3.093,135.044,,,,21.4,51.300000000000004,51.300000000000004,56
107,ENDURANCE,2026-08-14,2899.0,2583.9,12.19,2716.29,57.59,1.39,,,,0,NOT A RECOVERY,False,,3079.9,-5.87,3079.9,-5.87,85,HIGH LEVEL,True,within 10% of 52W high; above 200DMA; above 50DMA; RSI >=50; volume >=1.2x,HIGH LEVEL,42.014492,5.96101,69.0,40.0,407781605376.0,,,7.987,6.221,19.393,,,,31.0,8.0,8.0,44
108,UNITDSPR,2026-08-14,1536.0,1368.2,12.26,1394.4,65.82,0.67,,,,0,NOT A RECOVERY,False,,1548.7,-0.82,1700.0,-9.65,85,BREAKOUT WATCH,True,within 5% of 52W high; above 200DMA; above 50DMA; RSI >=50,HIGH LEVEL,64.56494,12.181871,23.79,111.00000000000001,1090645131264.0,,,13.164000000000001,14.917,4.611,,,,-10.2,11.200000000000001,11.200000000000001,28
109,CHOLAFIN,2026-08-14,1894.4,1666.93,13.65,1761.95,57.55,0.39,,,,0,NOT A RECOVERY,False,,1952.5,-2.98,1952.5,-2.98,85,BREAKOUT WATCH,True,within 5% of 52W high; above 200DMA; above 50DMA; RSI >=50,HIGH LEVEL,28.491505,5.299362,66.49,7.000000000000001,1617942675456.0,,,56.586000000000006,40.549,695.283,,,,34.599999999999994,43.7,43.7,74
110,PIDILITIND,2026-08-14,1693.0,1478.5,14.51,1590.96,65.57,0.53,,,,0,NOT A RECOVERY,False,,1707.5,-0.85,1707.5,-0.85,85,BREAKOUT WATCH,True,within 5% of 52W high; above 200DMA; above 50DMA; RSI >=50,HIGH LEVEL,65.240845,15.90702,25.95,68.0,1723119042560.0,,,24.093,17.202,3.776,,,,21.3,29.599999999999998,29.599999999999998,54
111,SIEMENS,2026-08-14,3940.0,3388.97,16.26,3685.93,61.64,0.76,,,,0,NOT A RECOVERY,False,,4097.9,-3.85,4772.25,-17.44,85,BREAKOUT WATCH,True,within 5% of 52W high; above 200DMA; above 50DMA; RSI >=50,HIGH LEVEL,83.333336,10.137969,47.28,46.0,1403114881024.0,,,7.4889995,19.017,2.213,,,,14.799999999999999,406.1,406.1,48
112,THELEELA,2026-08-14,510.05,437.3,16.64,478.89,59.72,0.4,,,,0,NOT A RECOVERY,False,,527.0,-3.22,527.0,-3.22,85,BREAKOUT WATCH,True,within 5% of 52W high; above 200DMA; above 50DMA; RSI >=50,HIGH LEVEL,37.58659,2.6438968,13.57,,170335223808.0,,,31.457,27.621000000000002,28.065,,,,28.1,386.7,386.7,68
113,SHRIRAMFIN,2026-08-13,1132.3,969.13,16.84,1032.85,63.07,0.65,,,,0,NOT A RECOVERY,False,,1153.7,-1.85,1153.7,-1.85,85,BREAKOUT WATCH,True,within 5% of 52W high; above 200DMA; above 50DMA; RSI >=50,HIGH LEVEL,19.80233,3.2026124,56.66,123.0,2640047505408.0,18.495001,,68.518996,50.009996,276.215,,,,42.8,29.5,29.5,80
114,RBLBANK,2026-08-14,385.0,329.27,16.93,371.24,57.78,0.34,,,,0,NOT A RECOVERY,False,,392.7,-1.96,392.7,-1.96,85,BREAKOUT WATCH,True,within 5% of 52W high; above 200DMA; above 50DMA; RSI >=50,HIGH LEVEL,31.739489,1.420874,12.13,33.0,596791656448.0,,,13.972001,9.081999999999999,,,,,40.8,367.9,367.9,70
